,ENSG00000022267.19,ENSG00000031081.11,ENSG00000047648.23,ENSG00000066405.13,ENSG00000070778.13,ENSG00000072163.20,ENSG00000072657.9,ENSG00000073754.6,ENSG00000078081.8,ENSG00000092051.17,ENSG00000094963.14,ENSG00000101280.8,ENSG00000102104.9,ENSG00000102683.8,ENSG00000102760.13,ENSG00000105971.15,ENSG00000105974.13,ENSG00000107742.13,ENSG00000108381.11,ENSG00000108576.10,ENSG00000109205.16,ENSG00000111052.7,ENSG00000112782.19,ENSG00000114790.13,ENSG00000114854.8,ENSG00000115361.8,ENSG00000118526.7,ENSG00000120156.22,ENSG00000120913.23,ENSG00000121691.7,ENSG00000123119.12,ENSG00000125459.17,ENSG00000128268.12,ENSG00000131471.7,ENSG00000131831.18,ENSG00000134020.8,ENSG00000134115.13,ENSG00000134917.10,ENSG00000135052.16,ENSG00000135063.19,ENSG00000135218.19,ENSG00000135604.10,ENSG00000136160.17,ENSG00000138821.13,ENSG00000139304.16,ENSG00000139567.13,ENSG00000140600.17,ENSG00000141338.14,ENSG00000143590.14,ENSG00000144843.11,ENSG00000150625.16,ENSG00000151718.16,ENSG00000154342.6,ENSG00000154721.15,ENSG00000154783.12,ENSG00000155511.18,ENSG00000155897.10,ENSG00000157654.19,ENSG00000158435.8,ENSG00000158764.7,ENSG00000159307.19,ENSG00000159708.18,ENSG00000161649.13,ENSG00000163501.7,ENSG00000163815.6,ENSG00000165197.5,ENSG00000166123.14,ENSG00000167434.10,ENSG00000167588.13,ENSG00000168309.18,ENSG00000168481.9,ENSG00000168484.12,ENSG00000168497.5,ENSG00000168539.4,ENSG00000168952.15,ENSG00000169218.14,ENSG00000169252.6,ENSG00000169418.10,ENSG00000170323.9,ENSG00000170989.10,ENSG00000171885.18,ENSG00000176771.17,ENSG00000179133.15,ENSG00000180440.4,ENSG00000182010.11,ENSG00000183010.17,ENSG00000183019.7,ENSG00000186994.11,ENSG00000196616.14,ENSG00000197465.14,ENSG00000198358.4,ENSG00000198873.12,ENSG00000204305.14,ENSG00000213853.10,ENSG00000224215.1,ENSG00000227051.7,ENSG00000234281.5,ENSG00000238018.2,ENSG00000241644.2,ENSG00000243566.7,ENSG00000244215.2,ENSG00000244280.1,ENSG00000248551.1,ENSG00000249741.2,ENSG00000257894.2,ENSG00000261371.6,ENSG00000261863.1,ENSG00000263155.6,ENSG00000268388.6,ENSG00000277494.2,Label
TCGA-97-A4M2-01A-12R-A24X-07,6242,3160,718,9987,1714,4448,132,24,12242,254,5114,279,73,135,5080,5647,17577,10425,304,1715,32,359,5963,1740,1210,866,1035,1277,2617,8237,273,563,1841,8273,738,2847,260,1728,4684,2075,1481,1337,2826,10355,245,5612,71,1913,94,1399,416,2244,220,1019,2753,564,24,6476,2878,378,2056,908,194,75,658,2138,1883,1656,2732,2332,2833,516179,3646,119,596,164,547,1880,1939,2248,14754,672,113,79,8898,2302,2327,828,17263,61,51,2412,28587,18649,26,1389,130,309,7166,4811,39,365,5,30,273,19112,67,255,2314,895,1
TCGA-44-6777-01A-11R-1858-07,1858,3964,444,196,725,755,95,33,7030,95,2810,39,1,47,2534,2586,4291,2879,42,10,0,163,306,589,95,14,258,565,1063,5941,48,398,427,6209,701,911,46,243,5907,147,2243,688,835,5040,4,2866,0,488,172,1110,23,1392,3,550,2765,30,0,5997,1787,1,116,27,10,0,55,31,526,15,452,198,28,5984,1283,2,103,36,189,1517,232,1279,495,182,12,3,118,3883,753,123,2322,22,0,1025,317,4805,1,1119,5,9,866,25,8,1,0,10,22,19649,0,27,66,253,1
TCGA-67-3774-01A-01R-0946-07,2589,1487,178,4597,635,733,37,9,8133,65,872,12,2,10,3926,1960,3770,3306,65,25,11,99,999,476,206,248,191,557,880,5229,100,353,139,2834,912,1022,26,337,9308,376,1056,572,974,5455,2,1555,13,618,95,752,75,1263,7,493,596,226,4,3405,2424,7,75,139,40,45,368,340,4759,143,143,1482,282,67300,2179,6,123,20,494,1738,267,1504,2800,49,29,0,251,2597,85,131,5081,51,2,685,2344,10323,1,605,50,44,2484,91,0,47,0,33,21,9159,5,49,215,91,1
TCGA-05-4426-01A-01R-1206-07,1373,2746,188,900,1110,613,25,3,2706,36,564,17,0,8,2109,7717,7159,2459,173,29,8,140,1018,852,768,836,66,260,1722,6752,65,784,151,1392,1960,1103,271,85,28074,372,676,479,1195,9178,14,2167,127,1054,647,525,83,3074,35,345,1058,38,13,2858,4615,2,98,61,4,27,123,57,850,81,90,78,45,6998,1086,1,194,4,382,380,15,863,3466,100,6,8,448,2577,1681,338,265,13,1,679,2019,10538,1,1956,9,32,579,206,2,16,0,5,138,9319,7,202,421,27,1
TCGA-55-A4DF-01A-11R-A24H-07,373,742,103,564,188,291,58,4,5842,33,346,4,3,47,1915,1322,1654,2829,34,25,5,127,1544,1737,162,426,29,194,467,4541,246,1078,146,764,143,39,12,71,11097,1233,375,634,180,4054,5,886,19,78,164,532,14,643,36,229,574,14,19,3056,3616,10,94,104,18,7,46,82,6092,12,73,205,34,8502,570,0,750,12,202,147,34,487,1569,710,8,258,1402,951,39,75,297,7,3,823,1151,7820,1,485,28,89,259,368,3,10,0,4,38,4311,21,137,74,37,1
TCGA-97-7553-01A-21R-2039-07,16804,6502,696,15066,1829,2032,285,73,32475,265,5035,141,60,127,4764,9243,24353,13149,189,1744,85,549,10752,1880,883,477,1501,2991,1568,15853,580,348,2291,8066,947,1308,490,1317,12233,2086,11562,2407,3360,17673,98,6098,60,2190,60,1868,540,3489,138,1947,3926,430,27,11395,2376,376,1810,237,317,167,1170,1298,1170,702,1636,1909,3288,413465,4692,98,663,166,714,1465,5521,3581,21599,954,79,169,7188,1706,3541,418,11554,121,24,2422,20616,19592,26,1600,98,163,3043,3002,94,199,11,41,181,29946,33,233,1168,735,1
TCGA-MP-A4TD-01A-32R-A262-07,1392,1042,237,20,583,1768,11,3,1435,45,1170,40,0,6,3133,839,2086,2533,77,11,1,168,223,436,30,791,153,543,799,2628,38,637,359,4269,894,44,3,225,8776,109,487,289,621,1365,1,1566,1,615,155,597,37,520,6,660,1172,79,0,3624,2961,3,220,169,5,3,168,210,13175,4,102,562,14,27,654,1,45,120,181,546,58,1304,15,278,17,0,280,6269,73,288,3036,31,1,1015,588,6230,0,808,18,36,2181,16,1,1,1,7,29,9091,1,52,164,68,1
TCGA-50-5930-01A-11R-1755-07,402,440,72,121,181,223,6,0,605,25,506,3,0,2,1215,1812,2531,881,13,8,0,52,137,155,134,10,65,168,195,1094,26,333,75,1545,159,63,5,16,18240,80,412,168,333,968,7,683,2,183,314,274,11,310,0,219,297,5,1,1784,1084,3,26,5,0,4,50,10,1195,25,5,264,17,2750,2011,0,19,5,31,183,5,592,281,19,4,0,97,2409,8,108,171,11,1,338,230,2596,1,198,1,4,207,76,4,13,0,10,27,4969,1,11,23,106,1
TCGA-95-A4VN-01A-11R-A262-07,694,2432,135,499,571,504,5,11,5460,45,971,5,10,9,1419,2374,3551,3416,34,12,8,118,716,1581,120,108,117,549,669,3190,72,929,123,1341,270,767,48,158,11120,285,734,632,374,4810,3,1428,7,162,108,760,42,527,20,278,933,26,2,7024,6024,8,166,90,4,21,98,91,1330,17,28,443,93,26957,1957,0,36,5,180,492,56,1325,5412,171,36,2,326,5721,67,136,738,13,1,1147,2382,7194,0,273,14,43,483,234,2,7,1,13,11,7058,6,13,75,150,1
TCGA-93-A4JO-01A-21R-A24X-07,2313,1602,251,2513,665,1431,42,22,3018,67,2204,15,23,30,2263,3241,6990,7343,92,603,0,110,1992,903,353,100,273,851,987,3661,48,1127,444,2927,510,387,238,453,10093,1450,919,602,1443,2699,30,2141,32,415,117,667,99,940,145,755,1281,112,6,4276,3144,77,389,142,93,50,315,214,768,361,297,1317,160,35998,1859,41,276,28,498,590,577,1470,6620,234,96,17,1201,6585,288,382,2793,21,7,1067,7324,4524,4,945,18,105,1634,1511,4,27,0,11,60,10431,18,120,797,540,1
TCGA-49-AAR0-01A-21R-A39D-07,1501,1725,156,3677,938,2009,17,0,8506,75,1417,27,23,30,4063,2256,8388,5807,31,253,25,188,3656,876,1097,433,181,534,1000,5066,119,578,422,3179,982,4944,107,392,6915,1003,1197,625,599,6767,60,2343,42,435,96,1051,165,803,133,633,1023,84,28,3906,2712,234,400,554,18,98,792,456,4480,530,799,1063,1036,425041,2269,21,209,38,244,1128,852,1250,7524,501,38,61,1819,3458,624,472,1959,16,14,1582,19549,13497,7,856,98,42,2712,2483,16,157,0,11,138,9938,21,99,481,728,1
TCGA-67-4679-01B-01R-1755-07,2897,4176,308,1453,962,906,90,6,6418,128,2463,19,1,32,4765,4043,4798,2320,115,233,0,179,1954,684,211,206,381,793,592,7495,292,487,90,5067,413,3973,63,219,3948,1263,1057,400,1632,8989,15,1801,5,681,43,530,78,2209,11,876,970,65,5,3751,2878,14,146,152,51,6,415,691,623,304,181,1031,37,12252,2271,10,343,27,224,751,46,1877,9852,110,24,8,317,2161,643,224,4611,22,4,693,3933,17565,3,499,38,88,3227,87,3,228,3,15,57,12776,8,90,478,180,1
TCGA-O1-A52J-01A-11R-A262-07,946,4005,144,5422,1343,379,26,5,63865,81,750,54,28,20,3383,755,1280,1694,34,13,16,88,4927,1719,398,296,139,313,608,8242,7,428,53,1621,366,1926,273,270,6372,479,9162,1079,104,6742,9,838,1,328,48,909,45,1598,57,143,673,124,2,3208,5128,1,42,5072,15,6,31,440,5780,12,462,265,6837,393992,3366,3,17,4,497,885,14,548,9501,977,1,3,140,477,1065,92,1877,80,0,1531,8962,12401,0,158,14,61,877,94,0,25,0,76,38,6134,1,23,31,98,1
TCGA-05-4420-01A-01R-1206-07,816,918,142,76,192,561,0,0,1244,9,1336,27,3,1,6538,1468,1816,1917,25,12,11,172,101,254,60,3,119,468,938,11929,34,819,110,1907,237,190,3,38,31488,554,1508,223,717,3249,5,1963,1,270,318,824,0,1694,10,615,577,76,0,3033,9027,0,51,90,1,6,179,21,6278,50,79,189,25,12,639,0,89,58,36,490,28,1304,119,54,2,0,1043,18325,563,177,1655,14,0,1161,427,8364,0,348,3,29,460,1272,0,1,0,8,95,32528,3,93,107,79,1
TCGA-55-6642-01A-11R-1858-07,817,1275,211,27,561,870,1,0,721,18,1836,22,1,3,1167,1101,2604,1560,17,2,1,124,363,206,27,9,65,451,521,1933,54,464,483,3926,501,53,5,31,7593,736,334,253,427,2049,2,1337,0,187,121,516,4,1438,1,644,931,15,0,4696,3369,0,89,21,0,1,84,7,3405,14,25,79,1,170,645,0,98,53,239,245,28,718,249,133,5,0,407,2732,72,49,205,6,0,804,99,5579,0,949,5,34,325,11,0,3,0,2,28,13977,1,11,140,27,1
TCGA-86-7953-01A-11R-2187-07,526,2124,160,595,350,410,9,7,1876,31,501,3,4,61,2412,2033,1866,5308,23,26,10,160,665,877,81,104,67,504,625,13847,506,978,195,1268,449,64,34,66,20623,672,726,578,365,11738,10,1777,8,163,307,831,26,2076,6,384,2163,16,0,15666,4080,8,85,56,4,9,136,51,5302,35,73,364,6,2131,1271,1,91,4,420,310,17,1413,1311,1076,10,40,2000,7885,510,143,278,21,0,2044,1144,21892,0,395,3,53,558,134,1,92,1,11,26,10027,0,36,117,80,1
TCGA-53-7624-01A-11R-2066-07,371,587,50,5,2062,470,5,0,4138,68,126,2,2,9,1110,3664,6464,11648,65,202,255,83,515,277,1269,74,6,72,652,1132,11,781,114,253,297,5,0,8,5770,195,70,816,1467,7988,24,446,21,11,138,771,40,2078,63,133,156,5,0,6872,6156,1318,125,9,2,1,9,17,1024,2,21,68,20,42,119,0,55,17,47,1629,0,145,2,10,73,3,840,4596,8,128,20,23,110,213,172,16771,0,67,8,133,22,43,1,586,3,20,33,1552,71,48,10,9,1
TCGA-97-A4M3-01A-11R-A24X-07,1737,848,336,1060,932,1012,24,1,2042,56,1069,2,11,10,2870,4053,5090,2550,54,60,3,118,789,270,128,72,145,650,566,6505,50,504,139,2134,672,1234,36,305,14269,420,289,318,1057,1867,7,1921,4,387,144,635,60,959,37,449,1037,109,0,3203,3619,31,137,75,6,34,215,355,7170,118,71,943,52,16992,3673,6,155,19,249,586,98,1292,1889,128,10,17,1192,4307,253,255,1681,15,4,1115,4534,5591,2,495,5,55,835,293,6,28,3,4,157,9309,8,107,345,349,1
TCGA-80-5608-01A-31R-1949-07,971,1012,122,2635,293,750,4,2,6713,24,1055,4,12,14,3167,1055,3428,14618,20,36,18,86,1079,637,280,230,105,459,464,4067,78,1017,156,1467,339,837,68,122,46684,513,903,365,565,5931,12,1463,12,180,145,458,62,921,18,399,567,52,10,2993,7011,35,89,146,8,47,2450,97,27093,120,62,942,423,67803,1545,0,170,6,172,799,55,1284,3732,1092,11,10,843,9881,127,111,1036,14,0,1194,4320,14995,2,605,41,119,926,162,2,34,2,7,18,7630,28,87,139,439,1
TCGA-55-8620-01A-11R-2403-07,386,484,52,746,284,394,14,2,910,34,640,3,4,1,437,474,1184,1929,10,28,2,332,391,533,60,33,31,132,219,1468,10,276,258,622,641,69,18,63,21839,151,304,320,131,991,1,559,4,227,223,328,61,274,34,118,386,9,1,2852,2634,24,187,44,3,5157,42,99,3938,19,126,124,52,14804,205,1,697,4,45,162,157,379,505,235,3,48,530,2350,117,70,1007,4,4,838,1471,10062,3,882,17,29,306,192,0,14,1,3,19,3461,0,18,46,77,1
TCGA-62-8395-01A-11R-2326-07,1209,3332,237,10852,1930,1006,7,6,1755,46,916,8,3,23,3019,3814,6107,7985,93,16,60,708,7221,1183,203,188,191,605,628,7588,60,574,155,3281,1266,231,448,115,3721,1227,417,212,1055,4207,18,1706,3,3433,81,1576,40,2141,52,566,1118,29,41,3071,4425,21,55,137,11,201,174,154,9171,61,81,363,42,1899,1197,3,180,10,214,865,18,1166,6335,270,1,2,324,5551,71,203,1998,15,1,1366,1684,15923,0,1210,21,44,1547,60,26,339,0,10,118,10400,2,59,107,124,1
TCGA-75-6207-01A-11R-1755-07,397,883,112,187,662,162,16,4,2362,19,432,24,2,4,707,3816,6476,814,5,13,1,33,124,1446,53,11,41,159,505,5056,9,540,91,910,139,261,15,83,10451,352,860,593,148,3521,2,740,0,112,312,737,108,1723,2,219,530,9,19,3468,4777,1,12,35,0,2,30,47,2107,2,145,124,27,4235,370,0,62,0,315,267,184,514,229,44,1,2,259,5195,432,63,436,2,0,451,279,6050,0,216,6,17,204,70,0,2,0,3,6,5577,1,26,22,69,1
TCGA-50-5068-01A-01R-1628-07,746,467,59,4287,260,174,11,1,1993,10,1991,0,1,7,1708,4638,4092,825,22,11,11,78,526,123,801,14,41,187,368,5867,66,174,35,402,255,91,12,80,2921,156,292,303,241,2942,6,636,9,367,100,258,38,583,98,275,261,12,1,647,1912,22,17,75,7,7,209,55,217,31,10,103,7,4120,1304,1,48,21,212,70,107,555,14501,158,23,3,592,1442,81,128,2017,7,0,239,615,3285,2,226,11,2,815,30,2,7,0,2,21,3335,5,50,90,28,1
TCGA-NJ-A4YF-01A-12R-A262-07,272,282,61,2,107,240,0,2,45,2,152,0,2,1,1113,223,1024,760,4,9,0,29,59,89,30,4,17,107,445,1168,7,865,53,731,99,77,7,10,4633,28,155,126,106,1114,0,1058,0,18,842,432,2,833,9,172,287,14,0,7975,2234,44,59,48,0,0,65,2,8614,14,27,340,1,49,230,4,6,1,13,169,45,616,0,77,1,0,99,10340,63,80,5,1,1,476,132,2172,0,189,20,22,24,118,0,6,0,1,26,4696,0,11,12,58,1
TCGA-44-6145-01A-11R-1755-07,789,1120,118,831,512,439,7,1,1736,29,992,3,4,6,1182,4334,4392,4551,29,11,5,112,1300,503,60,37,182,412,377,2995,42,337,147,2347,391,103,17,119,16993,88,599,429,472,3899,5,1139,4,140,61,388,60,1139,11,494,669,12,0,3801,2476,10,85,20,20,3,119,144,3378,55,103,392,49,11213,1307,4,83,19,106,219,62,1596,1399,42,6,3,455,2945,70,147,1004,21,0,759,1586,6565,0,389,11,18,494,105,0,79,0,12,31,10022,2,55,60,149,1
TCGA-05-4424-01A-22R-1858-07,3155,2416,298,4032,702,846,143,9,9676,62,4043,31,13,32,2798,2451,6589,4704,92,215,8,188,2083,987,285,285,271,954,592,4848,108,430,338,5819,477,759,119,478,16519,690,2353,807,1145,4031,93,1818,30,979,82,822,273,1830,40,669,1563,319,15,6120,3710,67,206,79,15,19,213,955,5343,156,563,1782,401,73736,3334,7,262,60,259,929,653,1885,3670,627,10,63,1320,4174,377,125,5332,17,6,990,6582,16071,10,1198,37,78,3701,3280,7,29,2,8,42,14683,17,70,280,626,1
TCGA-86-A4P8-01A-11R-A24X-07,14099,6338,1081,64789,4059,5717,287,11,16980,166,5928,115,255,181,11395,17395,62005,18748,607,3293,233,895,16868,5330,2789,2103,1906,3620,3509,14318,1109,330,2141,14802,1403,5118,1014,3365,1485,5859,15844,3305,8010,26655,1065,8854,129,3965,33,1999,2190,5863,233,2658,3293,1196,518,15667,1873,479,811,2368,1527,366,1052,2560,468,1881,1314,3104,3263,870424,14212,120,1895,254,1783,2387,668,5825,30296,1833,229,603,19826,231,1581,1795,16574,480,34,4178,79555,47896,108,2728,181,803,7764,7574,118,635,26,126,360,21894,273,625,3607,5002,1
TCGA-67-3772-01A-01R-0946-07,1989,1211,145,897,541,725,28,1,1642,37,3359,31,4,7,2735,3139,3191,1362,59,1,45,142,2082,313,315,494,107,538,775,7281,228,399,192,2943,926,1071,24,239,11141,335,4223,276,1115,9547,3,1171,2,593,175,612,124,780,38,574,655,27,0,2906,3689,0,51,624,158,9,240,56,2088,3,567,419,4,5206,1440,5,119,50,275,306,4330,1730,3621,97,12,8,227,6700,694,125,5684,15,0,566,180,10177,0,587,3,12,1888,28,2,6,0,10,62,9555,0,24,62,124,1
TCGA-44-4112-01B-06R-A277-07,1105,1483,231,507,805,253,66,6,1780,10,1856,11,4,8,690,2530,3059,507,89,49,1,240,716,584,15,114,113,351,235,1801,183,123,89,977,101,74,39,112,2940,227,920,177,918,5256,85,370,11,1137,39,281,132,1184,6,415,514,34,2,4024,1112,4,184,52,4,1,12,71,273,4,37,143,10,1513,977,2,111,43,174,155,37,813,2507,187,9,7,1173,277,40,29,1799,48,5,497,171,3663,1,563,68,117,768,38,2,12,1,10,58,4411,6,6,142,10,1
TCGA-44-4112-01A-01R-A278-07,301,792,90,45,432,98,10,12,477,14,1532,2,0,13,1092,3369,2465,246,25,19,0,53,103,181,44,2,18,317,228,5018,30,286,68,910,41,129,17,44,8336,58,399,118,286,3010,1,666,0,201,100,263,64,858,10,200,379,29,9,2811,1117,0,13,21,0,1,23,16,463,11,29,16,0,94,369,0,22,17,103,167,44,668,353,85,4,0,232,2090,242,46,404,9,3,222,111,6553,1,535,21,16,429,17,6,4,1,1,1,5001,0,15,36,22,1
TCGA-55-7994-01A-11R-2187-07,416,1859,108,117,2095,2225,4,1,14900,55,494,19,3,2,789,6591,16047,4052,19,72,0,60,1495,2086,185,6,34,381,1244,3554,18,350,1553,1062,145,301,8,43,12948,353,532,1225,421,10245,9,1535,2,95,271,639,293,2290,8,262,1081,4,0,2935,9438,4,71,10,4,1,46,22,2655,60,93,229,7,4609,3435,2,32,8,68,167,23,729,5033,51,2,6,559,4555,73,108,163,24,3,836,1490,18161,1,123,13,71,167,89,1,5,0,10,89,9743,2,18,42,47,1
TCGA-49-4490-01A-21R-1858-07,409,807,186,32,548,656,13,0,599,31,758,7,0,20,1405,3678,1721,1225,9,5,6,36,1036,200,405,50,50,202,368,774,37,323,1117,2046,360,108,14,211,8842,193,123,68,307,2185,17,721,0,80,352,509,8,447,9,271,369,16,0,1829,2678,2,64,18,1,8,84,111,793,3,33,196,9,260,779,2,51,15,221,246,14,401,600,40,1,0,131,1729,31,83,563,3,0,249,209,10593,0,406,5,36,982,45,2,6,0,3,5,4022,0,25,48,299,1
TCGA-35-4123-01A-01R-1107-07,425,1505,64,13,545,515,2,4,1210,37,1522,2,1,15,1695,10322,15779,2853,8,4,0,110,280,522,35,6,46,153,885,3268,48,624,34,850,335,23,0,5,9308,479,443,929,285,4654,1,966,0,26,295,837,13,1094,4,313,472,3,0,4771,4148,2,34,29,3,1,120,7,337,27,66,38,5,75,386,0,44,4,75,103,57,734,244,32,0,0,398,4292,620,166,163,0,0,894,129,4347,0,250,3,4,369,20,2,1,0,4,12,5874,0,30,62,29,1
TCGA-05-4425-01A-01R-1755-07,1105,4534,68,2922,301,260,2,15,9914,23,370,26,1,4,510,868,1718,1436,34,12,0,40,282,55,249,5,9,285,841,10755,108,231,538,287,132,134,9,8,10339,706,342,378,191,14021,0,1033,0,91,70,1095,10,1956,9,335,1152,3,1,1740,2673,0,56,75,3,23,43,9,3227,0,125,273,40,25651,357,0,114,20,844,186,39,582,1734,42,1,0,295,3596,180,193,52,5,0,570,832,9224,1,399,1,10,234,87,0,7,0,7,4,5453,9,52,39,26,1
TCGA-55-8204-01A-11R-2241-07,5884,1342,233,15,865,683,8,5,1841,34,4103,6,2,8,1458,6657,14294,1189,47,7,3,159,714,263,19,58,94,602,514,4944,51,563,567,1702,452,69,24,159,7440,407,796,390,473,1306,12,1291,49,346,151,564,36,644,331,524,913,105,0,5316,4229,0,144,222,21,31,153,32,2598,4,98,384,10,77,1662,0,85,8,629,287,159,1342,437,464,201,0,1201,2792,126,140,1089,14,1,2192,137,5156,4,1558,4,29,466,159,0,3,0,17,12,11467,2,18,79,42,1
TCGA-MP-A4T9-01A-11R-A24X-07,4132,2738,263,10585,2347,1481,147,53,13029,83,2995,77,40,36,5204,7133,17686,11597,121,443,21,407,7170,2203,853,727,286,701,1269,5631,286,621,1215,5790,633,2398,366,778,14302,2563,3047,1120,1782,13717,112,2535,63,957,173,992,549,3245,365,652,1726,230,19,11237,4015,399,613,615,1,143,245,841,2534,114,1740,1251,838,236515,2870,1,299,49,631,1226,7234,1651,16342,730,85,92,7870,4178,881,418,2624,83,23,1988,38659,18273,8,2704,56,228,3899,3702,55,91,4,22,195,15751,147,118,528,843,1
TCGA-78-7539-01A-11R-2066-07,841,2213,147,6,1220,999,49,10,1889,80,1096,65,26,19,2578,4123,2178,6408,58,19,0,94,11823,646,4490,113,114,373,530,4741,25,2381,105,2798,682,312,170,316,17093,5621,464,631,373,30919,2,1270,0,293,322,1643,28,1478,0,438,1062,50,0,2998,6282,0,98,25,5,3,229,819,3712,122,1360,278,0,352,1393,0,82,34,756,5325,75,785,389,116,2,20,236,7090,960,67,4221,11,1,863,602,21015,0,2688,7,52,992,40,7,111,0,4,8,9083,3,56,100,86,1
TCGA-50-5933-01A-11R-1755-07,1312,2137,233,7,756,886,18,10,436,72,1768,31,0,8,1035,4913,9237,1222,19,5,0,150,118,930,120,2,46,323,566,1921,57,935,71,3770,280,19,1,14,6586,275,743,401,294,3319,3,1558,0,77,116,731,75,748,0,447,1310,19,0,8620,3874,1,18,18,1,1,22,1,3649,0,112,55,5,21,568,0,32,3,59,366,47,847,100,52,0,0,83,8030,376,80,17,6,1,791,49,4670,0,409,2,12,236,6,0,2,1,2,7,9470,1,31,18,42,1
TCGA-MP-A4T8-01A-11R-A24X-07,589,817,152,126,481,845,5,0,441,21,480,19,2,8,1090,1754,1320,2291,26,32,0,72,198,265,44,14,100,322,524,1309,31,911,49,2240,255,199,11,37,16009,128,322,140,399,4725,0,1266,0,179,612,420,3,783,66,421,586,11,11,2916,6119,1,26,38,1,13,134,6,9531,3,19,95,29,334,254,0,29,6,34,273,53,718,494,292,9,5,457,9424,36,153,103,66,0,2392,406,4047,7,300,2,37,415,20,0,5,0,50,19,7975,0,83,76,67,1
TCGA-55-8302-01A-11R-2326-07,389,560,95,1409,680,380,6,2,3532,24,363,13,7,3,822,4836,6132,1392,10,12,4,30,463,540,125,82,89,209,807,1878,58,523,106,1612,276,588,19,47,19019,418,618,239,204,3295,7,913,1,93,99,391,67,596,16,253,385,8,1,3915,3471,18,71,41,3,5,78,94,1533,78,68,174,72,17256,1109,3,286,8,94,205,45,331,1781,34,3,5,1023,3811,158,141,839,19,3,597,1796,3554,0,314,15,61,271,204,2,46,0,7,33,3959,0,73,59,181,1
TCGA-44-A47A-01A-21R-A24H-07,388,4082,77,148,332,557,16,13,7353,45,449,22,2,7,1174,586,1722,3015,30,13,2,75,200,513,48,133,35,252,523,4997,98,1191,154,499,178,87,4,76,5413,278,294,293,366,6727,2,952,0,134,125,786,12,968,9,195,864,7,0,1462,3848,14,21,1838,7,619,90,27,3138,9,326,237,54,7221,367,3,56,2,256,950,100,563,167,174,11,9,347,5408,345,66,343,22,4,575,614,4882,0,618,11,50,305,43,0,4,0,5,8,5371,1,20,146,36,1
TCGA-MP-A4TF-01A-11R-A262-07,300,523,54,6,754,157,0,4,2176,2,226,9,1,3,619,1716,1835,431,6,11,1,20,369,303,30,72,11,63,222,1154,26,691,69,388,182,158,17,9,6924,155,378,126,157,1454,4,435,3,137,237,206,6,731,5,62,160,4,1,2300,2868,1,50,8,1,7,4,1,1160,27,71,22,6,6,306,0,43,2,61,127,11,309,1681,49,1,1,183,2136,77,45,25,5,0,204,355,804,1,181,17,78,100,10,0,4,0,2,2,3729,0,61,53,18,1
TCGA-50-7109-01A-11R-2039-07,728,988,129,308,206,504,10,0,5978,17,1095,7,2,6,1722,898,2294,2577,23,22,12,119,255,268,175,74,57,465,335,5345,73,581,239,1547,298,196,7,16,18531,843,1249,282,483,1472,2,1614,0,711,89,328,25,1053,0,491,613,3,6,3413,4439,6,36,30,4,8,150,18,12825,91,24,324,91,10549,740,1,44,50,146,353,48,740,507,889,7,14,579,7498,43,97,1036,11,3,697,266,3906,1,1132,9,12,294,124,0,6,2,5,400,9376,1,34,61,218,1
TCGA-78-7161-01A-11R-2039-07,1181,1027,597,689,572,798,6,0,1163,42,738,11,2,11,3391,1218,2778,2435,53,18,3,125,311,394,52,107,179,685,397,3365,60,1588,116,3487,332,230,12,59,24843,862,268,215,828,2595,4,1998,5,190,144,557,32,1012,7,774,942,15,1,3703,4764,6,316,66,4,16,297,248,11098,96,21,485,10,270,1497,1,54,11,183,552,23,1621,1112,835,12,1,463,4624,49,191,1124,3,0,1977,1042,7865,2,1151,12,53,1180,54,0,8,0,8,29,11264,3,47,225,217,1
TCGA-55-6971-01A-11R-1949-07,1036,1536,105,2725,344,383,22,4,5392,20,1113,9,16,17,1215,1649,3693,4311,32,101,30,150,1317,368,140,222,120,607,498,3065,92,353,327,1571,309,575,30,169,6735,305,1157,643,572,5348,20,1532,9,292,57,530,64,606,33,376,757,47,5,4011,1511,31,147,146,17,22,126,206,553,100,105,510,241,43531,828,9,105,17,330,342,158,1027,4577,527,10,20,664,1890,129,159,1171,13,1,627,2701,4707,2,380,24,55,640,363,3,42,2,11,24,8032,8,44,157,222,1
TCGA-86-A456-01A-11R-A24H-07,1485,2233,193,2351,780,600,47,4,7410,74,1462,43,14,42,2990,4565,5890,3488,57,97,22,206,3222,701,851,279,171,381,564,3628,121,553,177,2680,356,740,237,378,5578,2013,1027,745,944,6983,26,1049,9,405,99,848,188,985,56,378,670,55,54,2508,3122,43,126,192,18,48,165,495,2840,131,264,971,461,124343,1215,4,120,27,517,1018,519,1061,9168,225,6,70,926,3855,330,241,2181,11,6,721,10317,17699,3,245,53,99,986,228,7,177,3,3,46,7080,11,70,200,163,1
TCGA-44-6148-01A-11R-1755-07,8737,2057,527,10597,1361,730,359,0,6951,100,5422,31,21,4,1336,3053,5642,2125,632,47,201,373,2135,982,346,435,2231,397,414,10260,134,279,342,3328,2080,1245,92,168,7748,1776,1323,680,656,1391,112,997,28,3872,31,844,139,1895,36,1309,1487,233,465,3559,1788,30,185,343,74,387,131,206,1900,48,99,3333,568,456697,5156,138,244,200,460,291,152,2510,15737,183,186,0,401,597,191,146,27329,58,2,1071,3851,7783,3,2759,38,83,1446,1893,0,5,0,55,23,6486,68,96,914,105,1
